id,nome,turno,periodo,nota1,nota2,nota3
aluno_1236,Yasmin Pereira,Tarde,4,0.2,4.8,9.8
aluno_1237,Samuel Rodrigues,Tarde,3,4.5,0.4,4.2
aluno_1238,Samuel Silva,Manhã,3,7.9,7.3,7.9
aluno_1239,Vinicius Nascimento,Tarde,4,7.5,8.1,5.9
aluno_1240,Gabriel Costa,Noite,2,5.8,9.6,7.6
aluno_1241,Olivia Nascimento,Manhã,2,2.6,0.2,2.8
aluno_1242,Igor Santos,Manhã,3,7.8,3.8,9.8
aluno_1243,Renata Oliveira,Manhã,2,2.7,9.5,8.0
aluno_1244,Ana Lima,Manhã,4,0.9,3.8,7.9
aluno_1245,Lucas Costa,Manhã,1,0.2,1.6,1.5
aluno_1246,Fernanda Lima,Manhã,2,5.0,9.3,2.9
aluno_1247,Samuel Silva,Tarde,3,7.5,6.0,0.9
aluno_1248,Paulo Pereira,Tarde,2,2.4,0.1,4.9
aluno_1249,Vinicius Oliveira,Noite,2,1.6,5.6,7.9
aluno_1250,Vinicius Santos,Noite,4,3.7,9.7,7.2
aluno_1251,Igor Lima,Tarde,4,0.8,1.2,9.6
aluno_1252,Carlos Almeida,Noite,3,3.6,7.4,0.2
aluno_1253,Yasmin Costa,Tarde,4,9.4,5.8,6.0
aluno_1254,Igor Oliveira,Manhã,4,8.2,7.1,0.9
aluno_1255,Samuel Silva,Tarde,5,1.3,0.8,2.0
aluno_1256,Bruno Lima,Tarde,2,0.1,7.7,0.0
aluno_1257,Nicolas Lima,Tarde,3,1.9,7.6,3.3
aluno_1258,Vinicius Almeida,Manhã,5,1.3,8.1,5.0
aluno_1259,Juliana Santos,Manhã,4,6.6,6.2,2.3
aluno_1260,Olivia Rodrigues,Manhã,3,5.0,8.3,2.2
aluno_1261,Olivia Souza,Tarde,3,8.7,8.6,5.8
aluno_1262,Yasmin Santos,Manhã,3,4.1,2.2,5.3
aluno_1263,Paulo Almeida,Manhã,5,6.1,2.5,9.5
aluno_1264,Yasmin Pereira,Noite,2,3.3,3.2,4.7
aluno_1265,Olivia Silva,Noite,5,2.1,4.6,4.5
aluno_1266,Tatiane Santos,Manhã,4,8.5,1.8,8.9
aluno_1267,Ana Costa,Noite,4,8.7,8.6,4.2
aluno_1268,Renata Costa,Noite,1,3.2,2.8,1.8
aluno_1269,Bruno Santos,Manhã,4,5.5,0.4,2.1
aluno_1270,Eduardo Souza,Noite,5,7.7,2.3,3.3
aluno_1271,Ana Costa,Noite,1,7.1,1.2,6.6
aluno_1272,Daniela Silva,Tarde,4,7.4,1.8,6.2
aluno_1273,Yasmin Costa,Noite,1,3.7,8.0,0.4
aluno_1274,Yasmin Santos,Manhã,1,2.4,8.2,1.3
aluno_1275,Eduardo Silva,Manhã,1,6.5,10.0,2.3
aluno_1276,Mariana Costa,Noite,1,3.0,2.3,4.3
aluno_1277,Samuel Silva,Tarde,5,5.8,9.5,2.4
aluno_1278,Nicolas Oliveira,Manhã,5,6.7,8.6,8.8
aluno_1279,Fernanda Nascimento,Tarde,2,7.8,1.9,2.2
aluno_1280,Vinicius Silva,Manhã,4,7.6,0.2,6.6
aluno_1281,Carlos Lima,Tarde,4,0.9,0.2,1.2
aluno_1282,Yasmin Almeida,Manhã,1,4.4,7.3,3.0
aluno_1283,Tatiane Silva,Manhã,3,7.9,9.3,1.2
aluno_1284,Samuel Santos,Manhã,4,8.6,9.2,8.8
aluno_1285,Ana Lima,Manhã,5,7.5,4.8,7.1
aluno_1286,Renata Lima,Manhã,4,7.7,6.8,5.1
aluno_1287,Mariana Lima,Manhã,2,1.5,4.8,1.3
aluno_1288,Lucas Almeida,Manhã,5,2.6,8.7,2.6
aluno_1289,Fernanda Pereira,Manhã,1,9.2,2.0,9.4
aluno_1290,Paulo Silva,Noite,4,6.1,5.9,5.5
aluno_1291,Lucas Oliveira,Manhã,3,9.0,2.7,9.5
aluno_1292,Paulo Almeida,Noite,4,7.7,8.8,1.3
aluno_1293,Igor Lima,Manhã,4,1.7,1.2,1.9
aluno_1294,Samuel Lima,Manhã,3,0.5,6.4,9.2
aluno_1295,Tatiane Pereira,Manhã,4,8.2,8.9,7.0
aluno_1296,Samuel Nascimento,Noite,1,7.3,4.0,0.5
aluno_1297,Vinicius Pereira,Tarde,1,2.0,1.1,1.9
aluno_1298,Olivia Almeida,Tarde,3,5.7,2.9,7.3
aluno_1299,Helena Nascimento,Noite,1,3.6,8.7,5.4
aluno_1300,Gabriel Nascimento,Noite,4,5.2,4.7,8.6
aluno_1301,Nicolas Lima,Tarde,4,7.4,8.3,7.8
aluno_1302,Igor Souza,Manhã,1,7.2,7.7,1.8
aluno_1303,Olivia Souza,Tarde,4,8.7,4.0,2.8
aluno_1304,Helena Pereira,Manhã,4,3.2,4.6,0.3
aluno_1305,Paulo Souza,Tarde,1,1.6,1.7,7.3
aluno_1306,Olivia Pereira,Noite,2,8.6,0.3,1.0
aluno_1307,Igor Souza,Tarde,5,8.7,9.5,1.4
aluno_1308,Bruno Oliveira,Tarde,4,9.0,5.8,10.0
aluno_1309,Olivia Lima,Tarde,3,9.3,5.5,4.3
aluno_1310,Tatiane Costa,Tarde,2,2.0,5.3,9.8
aluno_1311,Samuel Oliveira,Tarde,3,5.8,3.3,0.8
aluno_1312,Daniela Souza,Noite,2,8.4,0.6,5.0
aluno_1313,Helena Pereira,Tarde,3,7.9,9.5,7.8
aluno_1314,Samuel Oliveira,Noite,3,2.4,4.2,1.4
aluno_1315,Renata Silva,Manhã,4,6.3,4.2,0.8
aluno_1316,Fernanda Souza,Noite,3,5.3,9.5,4.3
aluno_1317,Ana Pereira,Noite,3,6.7,3.4,7.7
aluno_1318,Tatiane Santos,Tarde,5,5.1,2.1,8.2
aluno_1319,Nicolas Oliveira,Noite,5,6.9,4.9,8.4
aluno_1320,Samuel Rodrigues,Noite,3,3.3,0.6,5.8
aluno_1321,Fernanda Oliveira,Tarde,1,3.0,8.3,1.1
aluno_1322,Paulo Nascimento,Noite,1,9.2,8.3,7.8
aluno_1323,Carlos Souza,Manhã,2,2.3,6.1,8.7
aluno_1324,Olivia Almeida,Manhã,2,5.1,5.4,4.0
aluno_1325,Tatiane Almeida,Noite,4,5.9,5.8,9.6
aluno_1326,Juliana Souza,Tarde,4,1.5,0.7,3.6
aluno_1327,Lucas Costa,Noite,3,5.3,6.7,2.7
aluno_1328,Nicolas Oliveira,Noite,1,1.2,9.4,8.1
aluno_1329,Lucas Nascimento,Noite,2,4.6,7.7,9.8
aluno_1330,Mariana Rodrigues,Noite,5,5.0,5.1,3.3
aluno_1331,Paulo Santos,Manhã,2,0.8,9.3,0.0
aluno_1332,Tatiane Nascimento,Tarde,4,9.1,7.4,4.7
aluno_1333,Olivia Lima,Noite,2,9.9,2.0,1.1
aluno_1334,Eduardo Oliveira,Tarde,4,0.4,2.7,3.4
aluno_1335,Yasmin Lima,Manhã,3,5.7,3.6,0.1
aluno_1336,Paulo Santos,Noite,4,3.7,5.7,9.1
aluno_1337,Helena Lima,Noite,3,9.0,2.1,9.8
aluno_1338,Mariana Oliveira,Manhã,5,0.9,3.0,2.4
aluno_1339,Lucas Santos,Noite,4,4.8,4.6,8.2
aluno_1340,Helena Lima,Noite,5,4.5,1.1,9.3
aluno_1341,Renata Pereira,Manhã,3,5.2,7.7,7.7
aluno_1342,Olivia Souza,Manhã,2,2.8,9.2,8.6
aluno_1343,Samuel Silva,Noite,4,3.4,9.4,4.7
aluno_1344,Carlos Costa,Noite,3,4.8,6.4,5.5
aluno_1345,Vinicius Almeida,Noite,4,1.5,9.3,9.8
aluno_1346,Fernanda Pereira,Noite,3,5.3,1.9,7.4
aluno_1347,Eduardo Santos,Noite,5,8.2,6.9,3.2
aluno_1348,Paulo Silva,Noite,1,5.7,8.4,9.7
aluno_1349,Fernanda Pereira,Tarde,2,9.8,7.0,5.3
aluno_1350,Lucas Lima,Manhã,3,0.5,1.4,2.5
aluno_1351,Daniela Nascimento,Noite,3,8.7,6.5,1.5
aluno_1352,Ana Nascimento,Manhã,4,6.8,5.5,6.4
aluno_1353,Mariana Santos,Noite,5,8.9,2.8,6.5
aluno_1354,Mariana Oliveira,Manhã,1,7.6,8.1,3.3
aluno_1355,Olivia Almeida,Noite,4,2.9,1.7,5.4
aluno_1356,Nicolas Costa,Tarde,3,6.4,8.0,4.4
aluno_1357,Daniela Pereira,Manhã,4,5.6,0.6,3.1
aluno_1358,Samuel Santos,Manhã,2,9.6,7.7,8.2
aluno_1359,Lucas Costa,Noite,2,5.7,5.6,0.8
aluno_1360,Fernanda Pereira,Tarde,5,9.7,3.4,5.0
aluno_1361,Samuel Pereira,Tarde,5,4.5,6.9,6.2
aluno_1362,Paulo Souza,Noite,5,6.4,1.4,5.0
aluno_1363,Renata Nascimento,Tarde,3,0.8,6.3,8.1
aluno_1364,Samuel Souza,Noite,1,0.0,8.8,4.4
aluno_1365,Eduardo Rodrigues,Manhã,3,1.3,6.5,6.0
aluno_1366,Yasmin Oliveira,Tarde,2,0.8,6.1,1.9
aluno_1367,Paulo Lima,Tarde,1,3.2,0.2,7.1
aluno_1368,Vinicius Oliveira,Manhã,4,7.3,4.5,5.7
aluno_1369,Juliana Almeida,Manhã,1,0.5,3.5,3.7
aluno_1370,Igor Pereira,Noite,1,7.1,5.6,9.9
aluno_1371,Olivia Lima,Manhã,5,7.9,9.2,4.9
aluno_1372,Nicolas Rodrigues,Noite,5,0.9,6.7,6.8
aluno_1373,Ana Oliveira,Tarde,3,9.6,9.0,0.3
aluno_1374,Bruno Nascimento,Noite,2,6.7,3.1,6.4
aluno_1375,Samuel Oliveira,Manhã,4,8.7,7.7,9.7
aluno_1376,Ana Silva,Noite,1,6.7,1.0,9.5
aluno_1377,Mariana Costa,Manhã,2,8.7,5.7,7.3
aluno_1378,Yasmin Silva,Noite,3,9.8,3.8,9.5
aluno_1379,Ana Costa,Manhã,4,8.6,5.5,9.4
aluno_1380,Bruno Silva,Noite,3,9.7,1.4,2.6
aluno_1381,Helena Rodrigues,Noite,4,2.5,8.9,6.8
aluno_1382,Lucas Rodrigues,Tarde,3,8.5,6.1,2.3
aluno_1383,Olivia Costa,Tarde,1,4.6,4.7,2.8
aluno_1384,Nicolas Rodrigues,Tarde,3,1.8,9.3,3.0
aluno_1385,Ana Almeida,Noite,3,3.5,6.0,3.5
aluno_1386,Eduardo Oliveira,Manhã,4,3.7,8.8,2.6
aluno_1387,Paulo Nascimento,Noite,4,4.7,6.4,5.1
aluno_1388,Paulo Silva,Tarde,4,0.8,3.7,1.7
aluno_1389,Paulo Rodrigues,Noite,1,3.7,1.5,7.6
aluno_1390,Igor Almeida,Noite,5,3.7,2.1,3.2
aluno_1391,Paulo Costa,Tarde,3,3.6,4.2,8.3
aluno_1392,Mariana Almeida,Manhã,2,8.0,8.6,6.4
aluno_1393,Bruno Lima,Manhã,3,1.4,1.5,1.2
aluno_1394,Eduardo Rodrigues,Tarde,4,4.4,7.6,4.5
aluno_1395,Daniela Santos,Manhã,4,4.8,1.9,8.1
aluno_1396,Olivia Souza,Manhã,2,1.1,9.3,2.4
aluno_1397,Bruno Pereira,Noite,4,3.1,7.1,1.6
aluno_1398,Ana Oliveira,Manhã,5,1.4,5.7,1.2
aluno_1399,Paulo Souza,Manhã,5,2.7,5.1,5.4
aluno_1400,Olivia Almeida,Manhã,4,4.5,8.0,5.9
aluno_1401,Eduardo Almeida,Tarde,2,0.7,7.0,3.8
aluno_1402,Tatiane Costa,Noite,2,1.9,1.4,4.0
aluno_1403,Carlos Almeida,Noite,2,1.0,9.5,1.8
aluno_1404,Daniela Lima,Noite,1,7.9,3.3,7.1
aluno_1405,Bruno Almeida,Tarde,2,8.2,1.2,9.7
aluno_1406,Mariana Nascimento,Manhã,2,2.7,4.4,3.4
aluno_1407,Fernanda Santos,Tarde,3,2.3,4.2,5.3
aluno_1408,Lucas Silva,Tarde,2,9.0,9.4,6.8
aluno_1409,Juliana Santos,Noite,2,2.2,8.6,4.0
aluno_1410,Helena Pereira,Noite,1,7.0,1.4,5.9
aluno_1411,Eduardo Nascimento,Manhã,2,0.7,2.8,9.1
aluno_1412,Fernanda Silva,Manhã,3,2.3,2.8,1.8
aluno_1413,Ana Nascimento,Tarde,3,6.3,3.1,1.4
aluno_1414,Nicolas Rodrigues,Manhã,2,7.0,2.2,0.0
aluno_1415,Bruno Costa,Noite,5,7.5,5.5,3.7
aluno_1416,Paulo Silva,Tarde,5,0.3,8.0,9.4
aluno_1417,Yasmin Almeida,Tarde,4,9.8,1.4,9.0
aluno_1418,Mariana Oliveira,Noite,3,0.7,7.0,1.3
aluno_1419,Tatiane Lima,Manhã,1,8.8,2.0,4.9
aluno_1420,Ana Souza,Manhã,4,9.7,8.1,3.9
aluno_1421,Paulo Oliveira,Manhã,4,8.3,6.3,5.7
aluno_1422,Gabriel Almeida,Noite,1,4.9,6.7,7.7
aluno_1423,Tatiane Souza,Manhã,4,7.3,3.9,5.8
aluno_1424,Olivia Lima,Manhã,1,7.2,2.0,1.8
aluno_1425,Helena Oliveira,Noite,4,3.3,1.4,2.1
aluno_1426,Vinicius Nascimento,Tarde,5,6.6,3.1,7.2
aluno_1427,Mariana Oliveira,Manhã,1,6.7,7.2,1.0
aluno_1428,Juliana Lima,Manhã,5,8.8,1.2,2.1
aluno_1429,Samuel Almeida,Noite,3,5.4,3.6,8.8
aluno_1430,Tatiane Lima,Manhã,4,9.0,8.5,1.7
aluno_1431,Carlos Rodrigues,Tarde,1,9.7,3.6,4.9
aluno_1432,Nicolas Santos,Tarde,5,0.2,0.3,3.8
aluno_1433,Samuel Souza,Tarde,1,3.0,3.9,0.4
aluno_1434,Carlos Almeida,Tarde,4,5.5,9.9,4.3
aluno_1435,Eduardo Lima,Tarde,4,1.7,2.4,8.1
aluno_1436,Tatiane Silva,Tarde,2,4.7,6.4,0.1
aluno_1437,Helena Almeida,Tarde,3,7.0,4.8,4.6
aluno_1438,Vinicius Nascimento,Tarde,5,8.1,7.0,2.3
aluno_1439,Samuel Lima,Manhã,4,2.2,6.5,10.0
aluno_1440,Lucas Oliveira,Manhã,5,8.0,1.5,4.7
aluno_1441,Helena Silva,Manhã,4,6.5,4.6,7.9
aluno_1442,Vinicius Almeida,Noite,4,9.0,7.1,1.2
aluno_1443,Eduardo Silva,Tarde,1,0.1,7.1,7.1
aluno_1444,Juliana Costa,Manhã,3,2.4,7.4,8.4
aluno_1445,Gabriel Almeida,Tarde,4,5.7,4.5,5.7
aluno_1446,Vinicius Pereira,Tarde,1,8.1,0.4,4.1
aluno_1447,Yasmin Rodrigues,Tarde,5,0.0,8.4,9.2
aluno_1448,Juliana Silva,Tarde,1,0.0,7.4,6.2
aluno_1449,Nicolas Souza,Noite,4,2.3,5.4,0.3
aluno_1450,Bruno Santos,Noite,4,4.6,5.2,5.4
aluno_1451,Olivia Pereira,Tarde,5,0.2,0.4,0.1
aluno_1452,Samuel Silva,Manhã,4,9.7,2.5,9.7
aluno_1453,Vinicius Nascimento,Tarde,5,4.1,4.6,6.9
aluno_1454,Tatiane Costa,Noite,3,2.3,7.8,5.2
aluno_1455,Carlos Oliveira,Noite,4,9.6,3.9,4.3
aluno_1456,Carlos Silva,Noite,2,3.2,7.4,4.4
aluno_1457,Paulo Souza,Noite,5,9.3,3.2,7.2
aluno_1458,Helena Almeida,Noite,3,4.2,3.8,8.5
aluno_1459,Bruno Rodrigues,Manhã,5,8.7,9.0,9.4
aluno_1460,Nicolas Santos,Tarde,1,8.4,2.4,3.5
aluno_1461,Ana Almeida,Noite,4,7.4,4.8,2.2
aluno_1462,Tatiane Nascimento,Tarde,5,0.5,2.0,9.3
aluno_1463,Vinicius Santos,Tarde,5,3.9,9.2,9.7
aluno_1464,Fernanda Souza,Noite,3,0.5,8.4,6.7
aluno_1465,Samuel Lima,Noite,5,7.6,0.4,3.0
aluno_1466,Carlos Nascimento,Noite,4,1.4,4.9,8.9
aluno_1467,Mariana Souza,Noite,5,3.5,0.2,4.5
aluno_1468,Paulo Silva,Tarde,3,8.0,1.1,2.5
aluno_1469,Samuel Nascimento,Noite,2,7.0,9.3,4.3
aluno_1470,Ana Nascimento,Noite,3,5.0,7.5,3.6
aluno_1471,Gabriel Lima,Noite,2,4.9,7.5,8.1
aluno_1472,Ana Lima,Tarde,1,7.6,2.2,1.7
aluno_1473,Bruno Oliveira,Tarde,5,3.3,4.4,5.0
aluno_1474,Renata Almeida,Tarde,2,1.7,8.7,3.1
aluno_1475,Yasmin Almeida,Manhã,4,7.2,0.9,6.3
aluno_1476,Daniela Almeida,Noite,1,7.8,5.8,8.2
aluno_1477,Carlos Nascimento,Tarde,4,7.4,5.3,7.1
aluno_1478,Nicolas Oliveira,Manhã,4,2.9,1.9,6.7
aluno_1479,Igor Costa,Tarde,3,7.7,2.8,9.0
aluno_1480,Paulo Pereira,Tarde,1,6.3,9.9,2.6
aluno_1481,Helena Pereira,Noite,1,8.8,4.8,3.6
aluno_1482,Igor Pereira,Tarde,5,8.6,6.7,8.9
aluno_1483,Gabriel Rodrigues,Manhã,2,5.2,1.2,1.0
aluno_1484,Igor Lima,Manhã,1,4.5,6.4,4.3
aluno_1485,Samuel Lima,Noite,3,9.2,7.6,6.9
aluno_1486,Renata Rodrigues,Tarde,3,2.4,5.4,7.0
aluno_1487,Carlos Oliveira,Manhã,3,3.2,8.9,0.3
aluno_1488,Carlos Lima,Tarde,3,2.6,4.3,7.2
aluno_1489,Eduardo Santos,Noite,5,2.1,5.9,5.0
aluno_1490,Yasmin Nascimento,Noite,1,2.7,3.0,5.8
aluno_1491,Gabriel Souza,Tarde,1,6.0,8.4,3.8
aluno_1492,Samuel Silva,Manhã,4,1.8,0.2,3.9
aluno_1493,Igor Almeida,Manhã,4,5.9,6.6,8.5
aluno_1494,Carlos Nascimento,Tarde,2,2.2,2.4,9.0
aluno_1495,Samuel Nascimento,Tarde,4,0.7,8.1,5.0
aluno_1496,Igor Silva,Noite,3,0.8,1.0,6.1
aluno_1497,Daniela Silva,Noite,4,3.5,9.7,9.1
aluno_1498,Vinicius Silva,Manhã,5,8.8,3.4,3.1
aluno_1499,Carlos Rodrigues,Tarde,2,6.1,6.1,2.4
aluno_1500,Ana Costa,Tarde,2,2.5,4.4,2.1
aluno_1501,Tatiane Lima,Manhã,4,1.3,1.5,6.2
aluno_1502,Olivia Almeida,Noite,5,9.0,6.1,1.9
aluno_1503,Igor Santos,Noite,2,9.1,6.4,1.4
aluno_1504,Fernanda Silva,Tarde,1,4.6,9.3,4.1
aluno_1505,Bruno Rodrigues,Tarde,5,2.3,2.7,8.6
aluno_1506,Samuel Oliveira,Manhã,5,6.8,0.3,0.6
aluno_1507,Ana Nascimento,Tarde,2,7.1,0.9,5.8
aluno_1508,Igor Souza,Tarde,4,1.6,5.9,2.3
aluno_1509,Nicolas Lima,Tarde,4,7.3,5.6,3.7
aluno_1510,Eduardo Almeida,Manhã,3,2.0,2.2,6.4
aluno_1511,Mariana Pereira,Tarde,5,2.4,0.1,3.9
aluno_1512,Juliana Santos,Manhã,2,4.7,4.0,9.9
aluno_1513,Helena Nascimento,Noite,4,6.3,0.6,3.8
aluno_1514,Olivia Silva,Manhã,4,6.5,4.0,9.9
aluno_1515,Tatiane Nascimento,Tarde,1,5.9,3.5,2.2
aluno_1516,Igor Almeida,Manhã,5,8.7,4.9,3.7
aluno_1517,Olivia Lima,Tarde,5,8.5,3.0,10.0
aluno_1518,Vinicius Lima,Tarde,3,7.1,0.6,0.7
aluno_1519,Mariana Souza,Tarde,1,5.1,0.6,8.6
aluno_1520,Fernanda Almeida,Noite,2,4.4,7.8,7.4
aluno_1521,Igor Souza,Noite,3,3.6,2.5,1.5
aluno_1522,Mariana Souza,Noite,1,9.2,7.1,9.6
aluno_1523,Lucas Silva,Tarde,4,5.0,2.7,1.0
aluno_1524,Renata Oliveira,Manhã,5,7.7,8.9,4.5
aluno_1525,Fernanda Nascimento,Manhã,5,1.6,6.3,2.0
aluno_1526,Bruno Rodrigues,Manhã,1,9.4,3.8,3.6
aluno_1527,Samuel Costa,Tarde,4,9.5,5.4,5.7
aluno_1528,Yasmin Santos,Manhã,4,8.3,1.9,8.8
aluno_1529,Helena Santos,Manhã,5,8.0,2.2,6.8
aluno_1530,Juliana Souza,Manhã,2,9.9,7.5,2.1
aluno_1531,Eduardo Oliveira,Noite,5,6.1,7.4,9.7
aluno_1532,Ana Santos,Tarde,4,5.2,6.0,6.5
aluno_1533,Mariana Rodrigues,Manhã,3,6.3,9.6,1.0
aluno_1534,Vinicius Almeida,Noite,2,1.1,0.1,2.3
aluno_1535,Bruno Pereira,Manhã,4,1.1,9.4,2.6
aluno_1536,Vinicius Silva,Manhã,4,1.1,1.6,3.8
aluno_1537,Samuel Silva,Manhã,1,8.3,3.6,0.8
aluno_1538,Juliana Costa,Tarde,3,5.6,6.9,0.1
aluno_1539,Tatiane Silva,Noite,2,6.2,7.7,6.2
aluno_1540,Ana Pereira,Manhã,4,5.5,2.6,7.4
aluno_1541,Helena Almeida,Noite,2,8.9,1.4,3.1
aluno_1542,Samuel Santos,Noite,1,0.2,5.8,1.4
aluno_1543,Daniela Costa,Noite,5,8.0,8.1,4.4
aluno_1544,Daniela Costa,Noite,3,0.2,8.3,9.2
aluno_1545,Bruno Souza,Noite,3,9.3,6.3,2.2
aluno_1546,Paulo Nascimento,Manhã,5,2.3,7.7,1.2
aluno_1547,Carlos Silva,Noite,4,1.1,3.7,3.3
aluno_1548,Vinicius Almeida,Tarde,3,7.6,8.4,8.2
aluno_1549,Samuel Pereira,Tarde,4,8.0,7.5,2.1
aluno_1550,Bruno Silva,Manhã,5,3.4,5.2,8.6
aluno_1551,Bruno Oliveira,Manhã,5,4.9,3.8,2.2
aluno_1552,Ana Souza,Manhã,1,6.9,3.8,0.9
aluno_1553,Mariana Silva,Noite,1,5.5,9.9,9.2
aluno_1554,Carlos Souza,Manhã,2,7.0,4.2,6.9
aluno_1555,Lucas Rodrigues,Tarde,4,7.0,5.4,5.8
aluno_1556,Carlos Santos,Noite,2,8.0,8.0,4.6
aluno_1557,Fernanda Pereira,Tarde,1,1.6,4.4,8.8
aluno_1558,Fernanda Santos,Noite,4,3.4,4.1,5.3
aluno_1559,Lucas Santos,Manhã,5,8.4,3.4,1.1
aluno_1560,Helena Souza,Noite,1,6.5,2.1,3.7
aluno_1561,Mariana Souza,Noite,2,6.1,1.3,0.5
aluno_1562,Lucas Pereira,Manhã,1,0.7,0.7,7.5
aluno_1563,Eduardo Costa,Manhã,5,7.7,9.1,8.6
aluno_1564,Yasmin Souza,Manhã,5,1.3,9.4,5.5
aluno_1565,Helena Silva,Noite,3,1.4,4.2,0.9
aluno_1566,Mariana Oliveira,Noite,3,3.0,5.8,4.1
aluno_1567,Nicolas Costa,Manhã,3,7.4,1.9,6.6
aluno_1568,Mariana Pereira,Noite,2,8.6,0.6,6.3
aluno_1569,Nicolas Rodrigues,Tarde,1,1.6,6.2,6.8
aluno_1570,Mariana Pereira,Noite,5,6.9,1.5,7.1
aluno_1571,Samuel Oliveira,Manhã,3,1.8,1.2,7.4
aluno_1572,Eduardo Santos,Noite,5,9.4,0.7,3.1
aluno_1573,Igor Almeida,Manhã,4,6.0,7.5,8.8
aluno_1574,Mariana Rodrigues,Tarde,3,7.1,8.6,8.2
aluno_1575,Fernanda Pereira,Noite,5,0.7,9.4,2.3
aluno_1576,Carlos Rodrigues,Tarde,4,2.2,3.7,5.3
aluno_1577,Bruno Costa,Noite,3,9.0,5.8,1.9
aluno_1578,Eduardo Souza,Tarde,1,4.7,0.5,2.1
aluno_1579,Yasmin Oliveira,Noite,2,9.5,7.8,1.8
aluno_1580,Yasmin Lima,Tarde,3,2.0,2.8,3.7
aluno_1581,Lucas Lima,Noite,4,9.9,1.2,8.2
aluno_1582,Mariana Santos,Noite,5,2.1,4.7,0.3
aluno_1583,Renata Costa,Manhã,3,9.3,4.9,2.5
aluno_1584,Renata Oliveira,Tarde,1,8.3,4.8,9.5
aluno_1585,Igor Almeida,Tarde,1,3.1,5.7,4.5
aluno_1586,Olivia Rodrigues,Tarde,5,9.2,1.4,3.5
aluno_1587,Helena Nascimento,Tarde,1,5.4,3.4,5.6
aluno_1588,Bruno Silva,Manhã,5,8.7,5.0,0.6
aluno_1589,Juliana Santos,Tarde,3,4.3,2.9,9.8
aluno_1590,Igor Costa,Tarde,2,7.1,2.5,0.2
aluno_1591,Carlos Almeida,Manhã,3,4.3,6.4,3.1
aluno_1592,Gabriel Silva,Tarde,3,1.0,3.1,7.9
aluno_1593,Tatiane Lima,Noite,1,3.0,9.7,9.1
aluno_1594,Helena Almeida,Tarde,2,2.4,5.5,4.6
aluno_1595,Bruno Nascimento,Tarde,4,0.5,0.2,4.3
aluno_1596,Gabriel Pereira,Noite,1,5.8,8.2,0.1
aluno_1597,Ana Nascimento,Noite,2,2.3,8.0,2.7
aluno_1598,Juliana Nascimento,Manhã,1,7.0,0.5,8.0
aluno_1599,Vinicius Santos,Noite,3,0.1,3.8,4.0
aluno_1600,Mariana Rodrigues,Tarde,1,5.5,5.8,7.5
aluno_1601,Nicolas Silva,Manhã,2,0.5,9.2,0.9
aluno_1602,Daniela Nascimento,Tarde,5,1.6,4.4,2.6
aluno_1603,Helena Souza,Manhã,1,1.5,5.8,5.6
aluno_1604,Eduardo Santos,Tarde,1,8.4,0.3,6.0
aluno_1605,Fernanda Lima,Tarde,4,4.0,7.4,5.6
aluno_1606,Nicolas Rodrigues,Manhã,1,8.4,5.1,7.5
aluno_1607,Samuel Souza,Tarde,3,3.3,6.2,1.4
aluno_1608,Tatiane Santos,Tarde,4,8.0,0.2,7.2
aluno_1609,Ana Nascimento,Manhã,3,3.5,8.3,5.8
aluno_1610,Daniela Silva,Tarde,4,6.3,2.8,0.7
aluno_1611,Paulo Souza,Tarde,4,6.3,1.6,2.0
aluno_1612,Eduardo Oliveira,Noite,2,4.8,6.9,3.7
aluno_1613,Igor Lima,Manhã,1,9.3,7.2,6.9
aluno_1614,Fernanda Souza,Tarde,1,0.1,4.5,5.2
aluno_1615,Fernanda Pereira,Noite,2,7.9,0.4,2.9
aluno_1616,Daniela Santos,Noite,2,1.9,6.6,9.1
aluno_1617,Renata Costa,Tarde,5,5.2,4.6,0.8
aluno_1618,Gabriel Oliveira,Tarde,2,8.4,8.4,4.5
aluno_1619,Paulo Pereira,Manhã,2,6.1,2.6,2.2
aluno_1620,Olivia Nascimento,Noite,2,0.6,0.9,5.2
aluno_1621,Paulo Rodrigues,Noite,2,8.0,3.8,4.1
aluno_1622,Samuel Nascimento,Manhã,5,7.8,2.8,7.5
aluno_1623,Gabriel Silva,Noite,3,2.4,1.7,3.3
aluno_1624,Igor Costa,Noite,2,4.5,3.8,4.4
aluno_1625,Bruno Oliveira,Noite,5,6.0,8.7,4.9
aluno_1626,Daniela Lima,Noite,3,3.4,0.9,8.4
aluno_1627,Bruno Pereira,Tarde,3,9.2,1.4,8.3
aluno_1628,Yasmin Oliveira,Tarde,2,1.3,7.3,0.8
aluno_1629,Igor Santos,Manhã,4,2.5,0.7,9.5
aluno_1630,Eduardo Oliveira,Noite,2,8.7,2.7,8.3
aluno_1631,Samuel Almeida,Manhã,5,1.7,8.7,4.9
aluno_1632,Olivia Silva,Tarde,2,0.2,9.4,5.9
aluno_1633,Vinicius Costa,Manhã,3,5.3,7.8,1.2
aluno_1634,Yasmin Souza,Tarde,5,2.1,5.7,2.2
aluno_1635,Mariana Souza,Noite,1,5.5,6.7,7.3
aluno_1636,Tatiane Silva,Tarde,1,9.6,7.4,8.8
aluno_1637,Yasmin Pereira,Noite,3,0.5,3.1,2.5
aluno_1638,Carlos Costa,Tarde,2,4.0,3.2,2.1
